# x	spline(x)	splineInt(x)	splineDeriv(x)
0	0	0	0.841470984807897
0.1	0.0841470984807897	0.00420735492403948	0.841470984807897
0.2	0.168294196961579	0.0168294196961579	0.841470984807897
0.3	0.252441295442369	0.0378661943163554	0.841470984807897
0.4	0.336588393923159	0.0673176787846317	0.841470984807897
0.5	0.420735492403948	0.105183873100987	0.841470984807897
0.6	0.504882590884738	0.151464777265421	0.841470984807897
0.7	0.589029689365527	0.206160391277935	0.841470984807897
0.8	0.673176787846317	0.269270715138527	0.841470984807897
0.9	0.757323886327107	0.340795748847198	0.841470984807897
1	0.841470984807896	0.420735492403948	0.841470984807897
1.1	0.917881637860785	0.508832064294514	0.686742076249874
1.2	0.978819400057871	0.603796056947578	0.532013167691852
1.3	1.02428427139916	0.704080181277562	0.37728425913383
1.4	1.05427625188464	0.808137148198883	0.222555350575807
1.5	1.06879534151432	0.914419668625962	0.0678264420177849
1.6	1.06784154028819	1.02138045347322	-0.0869024665402376
1.7	1.05141484820627	1.12747221365507	-0.24163137509826
1.8	1.01951526526854	1.23114766008595	-0.396360283656282
1.9	0.972142791475013	1.33085950368026	-0.551089192214305
2	0.909297426825681	1.42506045535242	-0.705818100772326
2.1	0.838092023568514	1.5124403210918	-0.718289964371024
2.2	0.765639433951476	1.59263728718746	-0.730761827969722
2.3	0.691939657974569	1.66552663500343	-0.743233691568419
2.4	0.616992695637793	1.73098364590372	-0.755705555167117
2.5	0.540798546941146	1.78888360125233	-0.768177418765815
2.6	0.463357211884629	1.83910178241328	-0.780649282364512
2.7	0.384668690468243	1.88151347075059	-0.79312114596321
2.8	0.304732982691987	1.91599394762827	-0.805593009561908
2.9	0.223550088555862	1.94241849441033	-0.818064873160605
3	0.141120008059866	1.96066239246078	-0.830536736759303
3.1	0.0573924767178508	1.97059924766077	-0.844013890081002
3.2	-0.0276827699563344	1.97209596395994	-0.8574910434027
3.3	-0.114105731962689	1.96501776982509	-0.870968196724399
3.4	-0.201876409301214	1.949229893723	-0.884445350046097
3.5	-0.290994801971909	1.92459756412045	-0.897922503367796
3.6	-0.381460909974774	1.89098600948421	-0.911399656689494
3.7	-0.473274733309808	1.84826045828108	-0.924876810011193
3.8	-0.566436271977012	1.79628613897785	-0.938353963332891
3.9	-0.660945525976386	1.73492828004128	-0.95183111665459
4	-0.75680249530793	1.66405210993816	-0.965308269976285
4.1	-0.845701457399347	1.58379971455436	-0.81267097185207
4.2	-0.919336689678343	1.49542060945204	-0.660033673727855
4.3	-0.977708192144918	1.40044116761244	-0.50739637560364
4.4	-1.02081596479907	1.30038776201681	-0.354759077479425
4.5	-1.0486600076408	1.19678676564638	-0.20212177935521
4.6	-1.06124032067011	1.09116455148239	-0.0494844812309952
4.7	-1.058556903887	0.985047492506101	0.10315281689322
4.8	-1.04060975729147	0.879961961698741	0.255790115017435
4.9	-1.00739888088352	0.777434332041555	0.40842741314165
5	-0.958924274663139	0.678990976515786	0.561064711265865
5.1	-0.90163336288457	0.585943353960867	0.584753524305536
5.2	-0.841973569802033	0.498743266649004	0.608442337345205
5.3	-0.779944895415529	0.417627602710594	0.632131150384874
5.4	-0.715547339725058	0.342833250276031	0.655819963424543
5.5	-0.648780902730621	0.274597097475715	0.679508776464212
5.6	-0.579645584432216	0.21315603244004	0.703197589503881
5.7	-0.508141384829845	0.158746943299404	0.72688640254355
5.8	-0.434268303923507	0.111606718184204	0.750575215583218
5.9	-0.358026341713202	0.0719722452248351	0.774264028622887
5.99999999999999	-0.27941549819893	0.0400804125516956	0.797952841662556
6.09999999999999	-0.198235721480123	0.0161747766918672	0.825642692713587
6.19999999999999	-0.114286959656213	0.000525567759174575	0.853332543764619
6.29999999999999	-0.0275692127272001	-0.00659031573587193	0.88102239481565
6.39999999999999	0.0619175193069162	-0.00489597528276199	0.908712245866682
6.49999999999999	0.154173236446136	0.00588548762901472	0.936402096917713
6.59999999999999	0.249197938690458	0.0260309715099685	0.964091947968744
6.69999999999999	0.346991626039884	0.0558173748706096	0.991781799019776
6.79999999999999	0.447554298494413	0.0955215962214484	1.01947165007081
6.89999999999999	0.550885956054044	0.145420534072995	1.04716150112184
6.99999999999999	0.65698659871878	0.20579108693576	1.07485135217287
7.09999999999999	0.757046936893385	0.276616510333746	0.92635541131923
7.19999999999999	0.842257680982625	0.356705487844925	0.777859470465575
7.29999999999999	0.912618830986499	0.444573060060759	0.629363529611919
7.39999999999999	0.968130386905008	0.538734267572712	0.480867588758264
7.49999999999999	1.00879234873815	0.637704150972247	0.332371647904609
7.59999999999999	1.03460471648593	0.739997750850829	0.183875707050953
7.69999999999999	1.04556749014834	0.84413010779992	0.0353797661972979
7.79999999999999	1.04168066972539	0.948616262410985	-0.113116174656358
7.89999999999999	1.02294425521707	1.05197125527549	-0.261612115510013
7.99999999999999	0.989358246623387	1.15271012698489	-0.410108056363668
8.09999999999999	0.946676123936839	1.24953970079707	-0.44353439736727
8.19999999999999	0.900651367149933	1.34193393063557	-0.476960738370858
8.29999999999999	0.851283976262668	1.42955855309037	-0.510387079374445
8.39999999999999	0.798573951275044	1.51207930475143	-0.543813420378033
8.49999999999999	0.742521292187062	1.5891619222087	-0.57723976138162
8.59999999999999	0.683125998998721	1.66047214205216	-0.610666102385208
8.69999999999999	0.620388071710021	1.72567570087177	-0.644092443388796
8.79999999999998	0.554307510320962	1.78443833525749	-0.677518784392383
8.89999999999998	0.484884314831545	1.83642578179928	-0.710945125395971
8.99999999999998	0.412118485241769	1.88130377708712	-0.744371466399558
